Date,Open,High,Low,Close,Adj Close,Volume
2019-08-21,14.250000,14.410000,13.760000,14.290000,14.290000,1416100
2019-08-22,14.370000,14.430000,14.040000,14.160000,14.160000,1022400
2019-08-23,14.080000,14.360000,13.830000,13.880000,13.880000,1501000
2019-08-26,14.010000,15.380000,14.000000,14.970000,14.970000,3153400
2019-08-27,15.170000,15.500000,14.120000,14.510000,14.510000,2720200
2019-08-28,14.510000,15.040000,14.380000,14.820000,14.820000,1451700
2019-08-29,14.910000,15.200000,14.610000,15.180000,15.180000,1684000
2019-08-30,15.300000,15.750000,15.200000,15.730000,15.730000,1601300
2019-09-03,16.100000,16.500000,14.350000,14.880000,14.880000,2508800
2019-09-04,15.110000,15.590000,14.800000,15.420000,15.420000,1555700
2019-09-05,15.650000,16.129999,15.020000,15.530000,15.530000,1394500
2019-09-06,15.560000,16.180000,15.140000,15.880000,15.880000,2042500
2019-09-09,15.980000,16.230000,15.360000,16.030001,16.030001,2311800
2019-09-10,16.059999,17.340000,15.970000,17.090000,17.090000,3077200
2019-09-11,17.340000,17.590000,15.890000,15.920000,15.920000,3590700
2019-09-12,16.230000,18.459999,16.200001,16.400000,16.400000,8290900
2019-09-13,16.450001,17.040001,16.059999,16.709999,16.709999,3162200
2019-09-16,16.730000,17.309999,16.690001,17.049999,17.049999,3053900
2019-09-17,17.459999,17.950001,17.190001,17.660000,17.660000,5239600
2019-09-18,17.770000,18.000000,17.350000,17.780001,17.780001,5834500
2019-09-19,17.709999,18.420000,17.617001,17.900000,17.900000,5866800
2019-09-20,18.139999,18.389999,17.750000,18.070000,18.070000,24387400
2019-09-23,18.240000,18.480000,17.559999,17.830000,17.830000,4847400
2019-09-24,17.830000,17.990000,17.250000,17.820000,17.820000,5213300
2019-09-25,17.709999,17.709999,17.100000,17.180000,17.180000,3044600
2019-09-26,17.410000,17.510000,16.145000,16.340000,16.340000,4448900
2019-09-27,16.290001,16.540001,15.675000,15.900000,15.900000,2305200
2019-09-30,15.790000,16.270000,15.670000,15.920000,15.920000,1532200
2019-10-01,15.870000,16.059999,14.800000,14.810000,14.810000,1544900
2019-10-02,14.780000,15.010000,14.420000,14.860000,14.860000,1783300
2019-10-03,15.240000,15.240000,14.410000,15.070000,15.070000,1464200
2019-10-04,15.050000,15.570000,14.890000,15.510000,15.510000,1021400
2019-10-07,15.450000,15.630000,15.070000,15.470000,15.470000,1373900
2019-10-08,15.360000,15.480000,15.010000,15.310000,15.310000,1226200
2019-10-09,15.330000,15.550000,14.180000,14.200000,14.200000,2386100
2019-10-10,14.130000,14.410000,13.870000,14.160000,14.160000,1343300
2019-10-11,14.240000,14.700000,13.990000,14.055000,14.055000,934900
2019-10-14,14.190000,14.270000,13.670000,13.930000,13.930000,954300
2019-10-15,13.930000,14.450000,13.530000,14.330000,14.330000,1153500
2019-10-16,14.270000,14.320000,14.020000,14.150000,14.150000,914100
2019-10-17,14.230000,14.720000,14.150000,14.540000,14.540000,1033900
2019-10-18,14.500000,14.850000,14.070000,14.810000,14.810000,1596400
2019-10-21,14.900000,15.590000,14.660000,15.500000,15.500000,930900
2019-10-22,15.560000,16.090000,15.550000,15.920000,15.920000,588500
2019-10-23,16.160000,17.010000,16.090000,16.900000,16.900000,1512000
2019-10-24,16.920000,17.030001,16.049999,16.590000,16.590000,1112100
2019-10-25,16.730000,17.100000,16.430000,17.010000,17.010000,737000
2019-10-28,17.010000,17.150000,16.809000,17.030001,17.030001,652400
2019-10-29,16.959999,17.155001,16.660000,16.990000,16.990000,751700
2019-10-30,16.950001,17.240000,16.520000,17.139999,17.139999,958700
2019-10-31,17.030001,17.150000,16.490000,16.750000,16.750000,1007300
2019-11-01,16.799999,16.893999,15.520000,15.660000,15.660000,1600600
2019-11-04,15.900000,16.799999,15.830000,16.799999,16.799999,1330000
2019-11-05,16.940001,17.719999,16.709999,16.889999,16.889999,1741300
2019-11-06,16.830000,17.490000,16.049999,16.129999,16.129999,1575400
2019-11-07,16.330000,17.608000,16.280001,17.500000,17.500000,2043600
2019-11-08,17.250000,17.500000,17.110001,17.490000,17.490000,973600
2019-11-11,17.330000,17.520000,17.200001,17.400000,17.400000,941900
2019-11-12,17.340000,18.100000,17.302999,17.990000,17.990000,1978300
2019-11-13,18.000000,18.500000,17.709999,18.250000,18.250000,2014800
2019-11-14,18.160000,18.500000,17.910000,18.340000,18.340000,1532500
2019-11-15,18.389999,19.430000,18.350000,19.370001,19.370001,1880000
2019-11-18,19.209999,19.450001,18.670000,19.450001,19.450001,920600
2019-11-19,19.270000,19.870001,19.082001,19.360001,19.360001,1144700
2019-11-20,19.379999,20.400000,19.350000,20.180000,20.180000,2316500
2019-11-21,19.980000,20.320000,19.690001,20.200001,20.200001,1202500
2019-11-22,20.070000,20.730000,19.860001,20.690001,20.690001,1443300
2019-11-25,20.900000,21.000000,19.950001,20.000000,20.000000,1926900
2019-11-26,20.037001,20.650000,19.820000,20.330000,20.330000,1549400
2019-11-27,20.280001,20.700001,19.990000,20.370001,20.370001,1561200
2019-11-29,20.600000,20.930000,20.280001,20.360001,20.360001,1186700
2019-12-02,20.299999,20.540001,19.600000,19.760000,19.760000,1184000
2019-12-03,19.480000,21.370001,19.410000,21.280001,21.280001,1795200
2019-12-04,21.000000,21.469999,20.933001,21.270000,21.270000,1980100
2019-12-05,21.490000,21.500000,20.570000,20.639999,20.639999,1478100
2019-12-06,20.780001,21.040001,18.820000,18.940001,18.940001,3537200
2019-12-09,19.070000,19.299999,18.670000,18.780001,18.780001,2814000
2019-12-10,18.780001,19.090000,18.580000,18.870001,18.870001,1619800
2019-12-11,19.030001,19.110001,18.530001,18.650000,18.650000,1233100
2019-12-12,18.559999,19.045000,18.320000,18.450001,18.450001,1313400
2019-12-13,18.469999,18.719999,18.320000,18.620001,18.620001,1302400
2019-12-16,18.600000,18.969999,18.219999,18.520000,18.520000,1785500
2019-12-17,18.540001,18.700001,18.309999,18.440001,18.440001,1647800
2019-12-18,18.480000,19.000000,18.480000,18.639999,18.639999,1277700
2019-12-19,18.580000,19.670000,18.500000,19.410000,19.410000,2101700
2019-12-20,19.400000,20.000000,19.049999,19.830000,19.830000,10931400
2019-12-23,19.790001,19.850000,19.340000,19.700001,19.700001,1789700
2019-12-24,19.690001,19.790001,19.350000,19.750000,19.750000,488900
2019-12-26,19.820000,20.110001,19.660000,19.860001,19.860001,750300
2019-12-27,19.990000,20.000000,19.250000,19.520000,19.520000,1046900
2019-12-30,19.540001,19.940001,18.940001,19.049999,19.049999,1183300
2019-12-31,18.959999,19.639999,18.959999,19.559999,19.559999,1112400
2020-01-02,19.570000,19.809999,18.879999,19.230000,19.230000,1233600
2020-01-03,19.020000,19.360001,18.719999,18.889999,18.889999,1751000
2020-01-06,18.700001,18.740000,18.010000,18.129999,18.129999,1606500
2020-01-07,18.150000,18.320000,17.680000,17.780001,17.780001,1461400
2020-01-08,17.990000,18.080000,17.760000,17.980000,17.980000,1041600
2020-01-09,18.000000,18.549999,17.900000,18.400000,18.400000,1495700
2020-01-10,21.000000,21.000000,19.049999,19.139999,19.139999,4504700
2020-01-13,19.260000,20.360001,18.600000,20.260000,20.260000,2207500
2020-01-14,20.450001,20.497999,19.549999,20.000000,20.000000,1782800
2020-01-15,19.940001,20.580000,19.940001,20.240000,20.240000,2055000
2020-01-16,21.680000,21.870001,20.770000,21.010000,21.010000,4918400
2020-01-17,21.500000,21.500000,20.549999,20.620001,20.620001,3348400
2020-01-21,20.790001,21.490000,20.645000,20.940001,20.940001,2089600
2020-01-22,22.080000,23.200001,21.700001,21.969999,21.969999,10920700
2020-01-23,22.170000,22.650000,21.400000,21.469999,21.469999,3663900
2020-01-24,21.600000,21.879000,20.900000,21.120001,21.120001,2947800
2020-01-27,22.100000,23.120001,21.120001,22.740000,22.740000,10294700
2020-01-28,23.500000,23.500000,21.850000,22.360001,22.360001,5649300
2020-01-29,22.230000,22.340000,20.450001,20.549999,20.549999,4671900
2020-01-30,21.049999,21.740000,20.799999,20.990000,20.990000,3061800
2020-01-31,21.139999,21.320000,20.049999,20.510000,20.510000,2833600
2020-02-03,20.660000,21.059999,19.700001,20.379999,20.379999,3214600
2020-02-04,20.090000,20.879999,19.750000,20.870001,20.870001,1824400
2020-02-05,20.990000,21.200001,19.670000,20.049999,20.049999,2656800
2020-02-06,20.270000,20.320000,19.700001,19.879999,19.879999,1929700
2020-02-07,19.790001,23.389999,19.790001,23.240000,23.240000,10144200
2020-02-10,23.500000,23.950001,22.382999,23.650000,23.650000,9356800
2020-02-11,22.090000,22.740000,21.280001,21.350000,21.350000,6188300
2020-02-12,19.639999,19.670000,18.500000,19.010000,19.010000,19231800
2020-02-13,19.360001,19.799999,18.889999,19.045000,19.045000,6837000
2020-02-14,19.270000,19.290001,18.850000,19.000000,19.000000,5384500
2020-02-18,19.139999,19.350000,18.570000,18.910000,18.910000,4121900
2020-02-19,19.090000,19.240000,18.725000,18.920000,18.920000,3148000
2020-02-20,18.860001,19.170000,18.420000,18.540001,18.540001,4562200
2020-02-21,18.469999,18.549999,17.910000,18.230000,18.230000,3651100
2020-02-24,19.230000,19.280001,18.299999,18.590000,18.590000,7605400
2020-02-25,22.150000,26.549999,20.510000,23.760000,23.760000,65001900
2020-02-26,29.049999,29.980000,27.080000,29.160000,29.160000,76444500
2020-02-27,35.880001,36.000000,23.049999,26.160000,26.160000,68256300
2020-02-28,23.379999,25.950001,22.014999,25.930000,25.930000,24425100
2020-03-02,27.000000,30.750000,25.209999,29.879999,29.879999,33084000
2020-03-03,27.804001,28.600000,26.600000,27.910000,27.910000,17599100
2020-03-04,27.990000,28.719999,26.799999,27.490000,27.490000,11817700
2020-03-05,27.490000,28.950001,26.535000,28.010000,28.010000,14670000
2020-03-06,27.980000,29.799999,27.670000,29.610001,29.610001,21097500
2020-03-09,30.000000,30.000000,24.160000,24.290001,24.290001,14124100
2020-03-10,25.709999,25.940001,21.280001,22.340000,22.340000,13019500
2020-03-11,22.540001,25.749001,22.524000,23.610001,23.610001,14809600
2020-03-12,22.900000,24.280001,21.900000,22.299999,22.299999,11305300
2020-03-13,23.000000,23.469999,19.309999,21.299999,21.299999,11853100
2020-03-16,23.760000,27.799999,22.219999,26.490000,26.490000,39850800
2020-03-17,29.360001,32.700001,27.315001,28.180000,28.180000,44484100
2020-03-18,27.129999,32.540001,26.549999,31.580000,31.580000,28702300
2020-03-19,32.779999,34.980000,25.190001,28.270000,28.270000,36952800
2020-03-20,29.250000,30.230000,26.200001,28.200001,28.200001,16522400
2020-03-23,28.709999,29.809999,26.250000,26.570000,26.570000,11080800
2020-03-24,27.090000,27.250000,24.360001,25.820000,25.820000,12550500
2020-03-25,25.000000,27.980000,24.790001,27.129999,27.129999,9651500
2020-03-26,27.559999,28.790001,27.559999,27.940001,27.940001,5570800
2020-03-27,28.370001,31.090000,27.950001,30.049999,30.049999,12408300
2020-03-30,30.590000,31.690001,28.270000,30.480000,30.480000,10749900
2020-03-31,30.600000,30.980000,29.200001,29.950001,29.950001,6022100
2020-04-01,30.049999,30.940001,29.440001,29.670000,29.670000,7004600
2020-04-02,30.600000,33.389999,29.840000,33.200001,33.200001,15934400
2020-04-03,32.810001,35.660000,32.720001,34.840000,34.840000,16896200
2020-04-06,34.910000,35.185001,33.330002,34.639999,34.639999,10841600
2020-04-07,33.810001,34.029999,30.980000,32.020000,32.020000,10104300
2020-04-08,32.360001,32.939999,31.750000,32.419998,32.419998,4119800
2020-04-09,32.549999,32.919998,31.320000,31.860001,31.860001,4861800
2020-04-13,32.000000,32.980000,31.709999,32.900002,32.900002,5603900
2020-04-14,34.000000,34.990002,33.150002,34.660000,34.660000,8126900
2020-04-15,34.639999,38.450001,33.720001,37.250000,37.250000,15683000
2020-04-16,38.074001,41.549999,36.619999,40.599998,40.599998,20670700
2020-04-17,48.990002,49.000000,43.380001,46.849998,46.849998,32286000
2020-04-20,45.000000,54.950001,44.509998,51.689999,51.689999,34102500
2020-04-21,53.000000,56.380001,43.110001,49.259998,49.259998,39642000
2020-04-22,50.610001,51.820000,49.060001,51.200001,51.200001,11690400
2020-04-23,49.099998,50.700001,46.889999,47.439999,47.439999,15152400
2020-04-24,47.150002,50.500000,47.141998,50.500000,50.500000,11712500
2020-04-27,51.529999,51.700001,47.299999,48.049999,48.049999,13744400
2020-04-28,50.400002,50.450001,47.169998,47.880001,47.880001,13067200
2020-04-29,46.599998,46.950001,45.009998,46.369999,46.369999,11762000
2020-04-30,46.779999,48.369999,45.820000,45.990002,45.990002,7741900
2020-05-01,48.709999,50.450001,46.290001,47.930000,47.930000,21701300
2020-05-04,48.049999,50.500000,48.000000,50.500000,50.500000,10460500
2020-05-05,50.480000,50.959999,47.230000,49.340000,49.340000,11160200
2020-05-06,48.450001,49.250000,47.520000,48.950001,48.950001,6692300
2020-05-07,55.779999,55.990002,51.060001,53.189999,53.189999,30942700
2020-05-08,53.060001,59.880001,52.150002,59.250000,59.250000,24135500
2020-05-11,59.599998,67.669998,59.139999,66.900002,66.900002,34812100
2020-05-12,65.989998,68.489998,62.020000,62.349998,62.349998,25934500
2020-05-13,63.799999,66.970001,60.290001,65.180000,65.180000,22126000
2020-05-14,64.790001,65.389999,61.439999,64.559998,64.559998,12198200
2020-05-15,63.790001,67.669998,63.009998,66.690002,66.690002,16341900
2020-05-18,86.139999,87.000000,75.660004,80.000000,80.000000,81209400
2020-05-19,78.070000,79.750000,70.320000,71.669998,71.669998,64932300
2020-05-20,70.010002,74.480003,67.410004,73.470001,73.470001,53655300
2020-05-21,73.050003,73.160004,65.309998,67.050003,67.050003,35266000
2020-05-22,69.930000,70.599998,67.139999,69.000000,69.000000,28673166
